iter	Logloss
248	0.249	0.13601249	0.1311726998
250	0.1303014396
251	0.1299936916
252	0.129473313
253	0.1289075893
254	0.1282628266
255	0.1279348862
256	0.1275736396
257	0.1270530759
258	0.1265794053
259	0.1261803588
260	0.1254939523
261	0.1249698707
262	0.1247147932
263	0.1241935776
264	0.1235006638
265	0.1232346505
266	0.122761663
267	0.1224212428
268	0.1219994089
269	0.1215540468
270	0.1212722471
271	0.1208241693
272	0.1206099118
273	0.1201951073
274	0.1194373943
275	0.1185363647
276	0.1182033004
277	0.1174826675
278	0.1170052963
279	0.1166121156
280	0.116178558
281	0.1158647618
282	0.115552782
283	0.1149901827
284	0.1143269549
285	0.1135805101
286	0.1132483987
287	0.1130694721
288	0.1126169344
289	0.1122822277
290	0.1120886751
291	0.1114957707
292	0.1111266555
293	0.1108452295
294	0.1105847158
295	0.1101292873
296	0.1098002414
297	0.1091033287
298	0.1086077796
299	0.1081984905
300	0.1076837248
301	0.1072556972
302	0.1068250924
303	0.1062859691
304	0.1061303303
305	0.1059736025
306	0.1055312159
307	0.1052892578
308	0.1048607695
309	0.1043203125
310	0.1038950699
311	0.1034097763
312	0.1030399433
313	0.1027010776
314	0.1020793063
315	0.1014926809
316	0.101078748
317	0.100613034
318	0.1002955078
319	0.0998359147
320	0.09941321	0.1011518114
322	0.1322	0.09840258032
323	0.098324	0.100324	0.09325	0.099325	0.097326	0.099326	0.09712413844
327	0.09689108328
328	0.09646256713
329	0.09630111805
330	0.09587123705
331	0.09566194784
332	0.09537335914
333	0.09501445334
334	0.09461394491
335	0.09439627992
336	0.09405431192
337	0.09373929704
338	0.09340259056
339	0.0930744738
340	0.09238686946
341	0.09216484621
342	0.09171163461
343	0.09147020117
344	0.09098495111
345	0.09076011768
346	0.09042898386
347	0.09018274439
348	0.08978782092
349	0.08959187397
350	0.08902001917
351	0.08866566161
352	0.08824925221
353	0.08789264045
354	0.08752189352
355	0.08725384096
356	0.0869461238
357	0.08661622455
358	0.08628663656
359	0.08607770738
360	0.08576226098
361	0.08551080506
362	0.08516370746
363	0.08466760715
364	0.08436226574
365	0.08395260114
366	0.08356962465
367	0.08316469311
368	0.08292011043
369	0.08262270594
370	0.0822622409
371	0.08205270554
372	0.08175683637
373	0.08152540808
374	0.08117771937
375	0.08100651795
376	0.08059065961
377	0.08027484709
378	0.07980516077
379	0.0380	0.0823380	0.07381	0.08215468734
382	0.08181162305
383	0.081383	0.078384	0.08143336022
385	0.08102282336
386	0.08386	0.0776387	0.08387	0.07725729146
388	0.07678093962
389	0.07634959389
390	0.0391	0.07890391	0.0392	0.07873392	0.0393	0.07836393	0.0394	0.07818394	0.0395	0.07798395	0.0396	0.0777023453
397	0.07761454324
398	0.07740673794
399	0.07706988139
400	0.07681360431
401	0.07651203461
402	0.07639619021
403	0.07593481394
404	0.07563638398
405	0.07536976683
406	0.07507590267
407	0.07494827288
408	0.07463819747
409	0.07445374434
410	0.07421385218
411	0.07384602917
412	0.07374729136
413	0.07350379502
414	0.07330071652
415	0.07322535469
416	0.07296407261
417	0.07275627782
418	0.07262131725
419	0.07234889314
420	0.07224065358
421	0.07198244177
422	0.07165552235
423	0.07137885979
424	0.07104111456
425	0.07090976051
426	0.0707724896
427	0.07049876069
428	0.07032407989
429	0.0700991643
430	0.06980263985
431	0.06950626108
432	0.06928623668
433	0.06906595284
434	0.06881941695
435	0.06873126746
436	0.06841792466
437	0.06815868786
438	0.06804544587
439	0.06777932225
440	0.06767809639
441	0.06750201715
442	0.06731598287
443	0.0671453644
444	0.06698021112
445	0.06683080288
446	0.06670395126
447	0.06636679999
448	0.06619847605
449	0.06598388759
450	0.06579107702
451	0.0656022119
452	0.06553819872
453	0.06542950437
454	0.06512583199
455	0.065024861
456	0.06478990142
457	0.06454977323
458	0.06445278193
459	0.06437624859
460	0.06402979242
461	0.06385327007
462	0.06362294232
463	0.06339376503
464	0.06319493358
465	0.06314499422
466	0.06287782844
467	0.06275634186
468	0.06253184942
469	0.06228207958
470	0.06203921522
471	0.06181169129
472	0.06162726613
473	0.06136676109
474	0.06117249761
475	0.06094632512
476	0.06068736985
477	0.06052451284
478	0.0603497186
479	0.06016633052
480	0.0599638434
481	0.05986359598
482	0.05963931681
483	0.05957352012
484	0.05942138287
485	0.05937543919
486	0.05918437327
487	0.05895071529
488	0.05881050979
489	0.05865361104
490	0.05827197775
491	0.05817758552
492	0.05800399411
493	0.05792855148
494	0.0578364714
495	0.05766307022
496	0.05741822572
497	0.0572866538
498	0.05713131368
499	0.0568726152
500	0.05674547709
501	0.05651723385
502	0.05634857045
503	0.05605512288
504	0.05583568772
505	0.05567492458
506	0.05549320683
507	0.05533651642
508	0.05520470259
509	0.0550683336
510	0.05494707381
511	0.05475733805
512	0.05457780583
513	0.05441197115
514	0.05413283028
515	0.05398368849
516	0.05384634495
517	0.05372899002
518	0.05360919451
519	0.05345721691
520	0.05329893758
521	0.05306146191
522	0.0529994401
523	0.05284472189
524	0.05273274472
525	0.05263716877
526	0.0525754132
527	0.05248969292
528	0.05238258932
529	0.0520952638
530	0.05198453478
531	0.05184096131
532	0.05172593984
533	0.05158652667
534	0.05145482918
535	0.05134582241
536	0.0511892062
537	0.05100845803
538	0.05096157128
539	0.05077104315
540	0.05065883395
541	0.05050103921
542	0.05031195507
543	0.05019931738
544	0.05009647579
545	0.04985949753
546	0.04976321426
547	0.04963400241
548	0.04938410309
549	0.04923052915
550	0.04907119995
551	0.04890477695
552	0.04879095489
553	0.04871699869
554	0.04860896552
555	0.0485100247
556	0.04841626705
557	0.04824101352
558	0.0481103559
559	0.0480338031
560	0.04787433388
561	0.04773459128
562	0.04765791053
563	0.04757275942
564	0.04745750268
565	0.04739450017
566	0.04731665693
567	0.04712381834
568	0.04705826373
569	0.0469467374
570	0.04681189552
571	0.04667946416
572	0.04658795681
573	0.0464818291
574	0.0463683861
575	0.04627162368
576	0.0461625614
577	0.04601962234
578	0.04590074347
579	0.04570564673
580	0.04558426569
581	0.04550097943
582	0.04537420338
583	0.04528929889
584	0.04511584726
585	0.04493661225
586	0.04476355169
587	0.04464556631
588	0.04446048632
589	0.04439055675
590	0.0442111882
591	0.04413212606
592	0.04398883337
593	0.04388498609
594	0.04385126887
595	0.04365421997
596	0.04353349157
597	0.043327924
598	0.04329503539
599	0.04319920128
600	0.04307480192
601	0.04304520373
602	0.04299411555
603	0.04287972268
604	0.04271634079
605	0.04261712631
606	0.04245526428
607	0.0423621885
608	0.04232077045
609	0.04224783167
610	0.04212020999
611	0.04195255016
612	0.0418253144
613	0.04172725086
614	0.04168387485
615	0.04165983091
616	0.04162164833
617	0.04154670539
618	0.04144739801
619	0.04134751364
620	0.0412604139
621	0.04115573656
622	0.04107222135
623	0.04098350221
624	0.04089575946
625	0.04079822657
626	0.04062892959
627	0.0405183409
628	0.04046015561
629	0.04033783734
630	0.04026019178
631	0.04015963297
632	0.04010472811
633	0.04005679234
634	0.03997913953
635	0.03985981541
636	0.03979877465
637	0.03967761162
638	0.03960852656
639	0.0395323062
640	0.0394206204
641	0.03927400844
642	0.03918516684
643	0.03907559346
644	0.03901972353
645	0.03891297655
646	0.03877916869
647	0.03866711899
648	0.03857046775
649	0.03845317736
650	0.03835805893
651	0.03829980722
652	0.03823546648
653	0.03813394142
654	0.03805920869
655	0.03794701451
656	0.03788105199
657	0.03773953657
658	0.03769335388
659	0.03766587675
660	0.03761689055
661	0.03752059304
662	0.03737761079
663	0.03727916488
664	0.0372053303
665	0.03716205724
666	0.03711535998
667	0.03697391575
668	0.03691967567
669	0.03681553087
670	0.03676113815
671	0.03667444864
672	0.03658360848
673	0.03648898753
674	0.0364467348
675	0.03630112334
676	0.03627137797
677	0.0361596426
678	0.03610213626
679	0.0360131966
680	0.03591965914
681	0.03583665055
682	0.03580323467
683	0.03567749874
684	0.03560869129
685	0.03556897396
686	0.03548832292
687	0.03543344848
688	0.03531212974
689	0.03518172004
690	0.03515871598
691	0.0350620585
692	0.03501957926
693	0.03489243039
694	0.03477264155
695	0.03467648593
696	0.03460303387
697	0.0345366463
698	0.03450717021
699	0.03446822518
700	0.03442268802
701	0.03437169119
702	0.03432430915
703	0.03428238965
704	0.03416450779
705	0.03408883921
706	0.03400115751
707	0.03395361774
708	0.03382080915
709	0.03376755355
710	0.03371059512
711	0.03358694275
712	0.03351343173
713	0.03343926894
714	0.03340078222
715	0.03334426735
716	0.03326961128
717	0.0332491493
718	0.03318146415
719	0.0331115872
720	0.03304425434
721	0.03295489659
722	0.03289378919
723	0.03287027196
724	0.03282837083
725	0.0327785293
726	0.03271334037
727	0.03258303125
728	0.03250080173
729	0.0324254144
730	0.03238212816
731	0.03233401954
732	0.03226908449
733	0.03222519811
734	0.03214473909
735	0.0321100213
736	0.03202946147
737	0.03192678694
738	0.03184737419
739	0.03177778823
740	0.03169892067
741	0.03160088223
742	0.03155765229
743	0.03152961637
744	0.03149268666
745	0.03143459801
746	0.03140742355
747	0.03136869075
748	0.03132750307
749	0.03124325928
750	0.03121552771
751	0.03118260621
752	0.03116019024
753	0.0311162956
754	0.03105355939
755	0.03101028308
756	0.03095784676
757	0.03089568955
758	0.03083611747
759	0.03080770799
760	0.03078911665
761	0.03072743988
762	0.03062139152
763	0.03055628117
764	0.03049611239
765	0.03042366625
766	0.03035177936
767	0.03024717747
768	0.03020776011
769	0.03012949793
770	0.03002669257
771	0.02994301232
772	0.02988417835
773	0.02981211049
774	0.02972817541
775	0.02964583914
776	0.02954759055
777	0.02948708148
778	0.02940043831
779	0.02936206825
780	0.02931968901
781	0.02927547048
782	0.02915825436
783	0.02909378539
784	0.02900419466
785	0.0289537817
786	0.02887843597
787	0.02886635986
788	0.02880554289
789	0.02875830648
790	0.02870893817
791	0.02863991233
792	0.02858984856
793	0.0285480626
794	0.02845625384
795	0.02840738924
796	0.02838973796
797	0.02834957292
798	0.02830353677
799	0.02825770069
	0.02679529533
