,0
P7,0.00016218943005013773
Pz,0.00014733698412383253
F3,0.0001412931420339083
Cz,0.00013609425145752254
C3,0.00012873155033484352
O1,0.00012473173391222428
T7,0.00012372742611939415
Fp2,0.00012045992615824597
F4,0.00011552839905244068
F8,0.00011126455209100698
Fz,0.00010924899185742576
F7,0.00010433379354811209
C4,0.00010242496567495895
P3,0.00010164340793623708
P8,0.00010108431680597223
Fp1,9.979669945703735e-05
O2,9.184916653740295e-05
P4,9.142400965882873e-05
T8,7.981970933081903e-05
